787.0,736.67,787.0,780.67,321.67,780.67,321.67,736.67,送沙画+收纳袋+故事书
19.0,718.0,16.33,787.33,261.67,787.33,261.67,718.0,买1送3
3.0,682.0,3.0,698.0,72.33,698.0,72.33,682.0,3x8=24
136.33,686.0,136.33,696.67,75.0,696.67,75.0,686.0,###
151.0,626.0,151.0,662.0,1.67,662.0,13.67,631.33,24
329.67,563.33,335.0,591.33,200.33,596.67,201.67,572.67,3x7=21
155.0,442.0,155.0,490.0,136.33,490.0,136.33,442.0,牙齿
139.0,402.0,139.0,426.0,153.67,426.0,153.67,402.0,###
105.67,426.0,95.0,484.67,48.33,480.67,59.0,427.33,牙
85.67,380.67,85.67,410.0,56.33,410.0,59.0,387.33,ya
445.67,327.33,445.67,355.33,425.67,355.33,428.33,332.67,ri
603.0,400.67,604.33,426.0,677.67,426.0,673.67,403.33,Three
569.67,444.67,569.67,534.0,632.33,535.33,632.33,438.0,3
656.33,582.0,656.33,599.33,592.33,599.33,592.33,582.0,3像耳朵
684.33,606.0,684.33,638.0,571.0,638.0,571.0,606.0,1x3=3
297.67,539.33,297.67,560.67,228.33,560.67,229.67,542.0,乘法运算
312.33,434.0,313.67,508.67,201.67,512.67,201.67,439.33,21
336.33,376.67,336.33,395.33,193.67,398.0,192.33,374.0,Twenty-one
453.67,379.33,453.67,427.33,419.0,427.33,420.33,384.67,日
513.67,395.33,516.33,442.0,495.0,442.0,499.0,395.33,日子
781.67,506.0,781.67,555.33,799.0,555.33,799.0,506.0,###
639.0,315.33,639.0,336.67,653.67,336.67,653.67,315.33,士
568.33,338.0,568.33,362.0,584.33,362.0,584.33,338.0,工
589.67,292.67,592.33,311.33,617.67,314.0,617.67,292.67,shi
540.33,319.33,540.33,340.67,552.33,340.67,552.33,319.33,g
51.0,318.0,51.04,336.97,80.64,344.97,75.04,327.37,tian 
163.0,351.33,163.0,368.67,181.67,368.67,181.67,351.33,m
55.0,51.33,55.0,102.0,263.0,102.0,263.0,51.33,幼师推荐
744.33,318.0,744.33,358.0,759.0,358.0,759.0,318.0,###
752.33,284.67,752.33,304.67,764.33,304.67,764.33,284.67,###
201.67,280.67,200.33,295.33,228.33,303.33,227.0,284.67,###
34.24,671.37,34.24,683.37,102.24,683.37,102.24,671.37,乘法运算
