206.3,13.72,206.3,17.91,237.11,17.91,237.11,13.72,###
206.9,19.71,206.9,24.2,240.1,24.2,240.1,19.71,###
206.9,26.29,206.9,30.18,233.52,30.18,233.52,26.29,###
206.3,30.78,206.3,34.97,229.03,34.97,229.03,30.78,###
241.9,15.22,242.8,24.2,344.51,25.39,344.51,15.22,哈佛经管图书简体中文版
242.8,25.99,243.39,36.76,343.91,36.76,343.91,27.49,全球独家授权
77.22,47.63,60.81,150.2,294.67,152.77,294.16,51.73,成交
138.77,164.51,130.56,199.89,232.11,199.89,230.57,164.51,只是
83.89,331.25,84.92,347.66,278.26,348.68,278.26,331.76,为顺利履行合同而谈判
83.89,410.74,84.4,426.64,186.97,423.05,186.97,410.74,﹝美﹞丹妮▪厄特尔
199.8,410.23,199.8,423.56,257.75,423.56,257.75,410.23,马克▪戈登
270.06,410.74,270.06,423.56,282.37,423.56,282.37,410.74,著
165.95,463.05,165.95,474.85,233.64,474.85,233.64,463.05,###
165.95,475.36,165.95,481.0,234.16,481.0,234.16,475.36,###
335.19,479.46,335.19,507.67,356.22,507.67,356.22,479.46,B
307.5,248.1,299.29,215.28,345.45,191.18,352.11,236.31,ag
63.38,369.2,63.38,383.05,298.78,383.05,298.78,369.2,THEPOINTOFTHEDEAL
82.86,390.74,82.86,403.56,315.19,403.56,313.14,386.12,HowtoNegotiateWhenYesIsNotEnough
46.96,393.82,46.96,397.41,79.27,397.41,79.27,393.82,-
3.37,391.25,24.91,374.84,46.96,385.61,25.42,416.89,se
-0.22,396.38,0.81,439.46,31.58,438.95,14.65,412.28,###
24.91,262.01,28.5,294.32,53.63,290.73,50.55,255.34,s
15.17,152.25,1.32,134.82,36.19,111.22,60.81,126.61,ot
230.05,152.77,236.21,198.41,255.7,189.7,254.67,142.51,p
298.26,109.18,300.32,139.95,323.39,142.51,323.91,116.36,t,
236.21,428.18,236.21,441.51,248.52,441.51,248.52,428.18,译
200.82,428.18,200.82,442.02,224.93,442.02,224.93,428.18,郭薇
153.13,428.18,153.13,439.46,189.03,438.43,189.54,428.18,吴元元
115.69,428.18,115.69,439.97,140.82,439.97,140.82,428.18,张龙
71.58,208.67,60.81,308.68,297.75,311.76,293.65,208.16,起点
171.59,277.91,171.59,308.17,194.15,308.17,194.15,277.91,###
