703.56,20.44,705.33,60.44,762.22,62.22,762.22,20.44,企
698.22,72.89,698.22,90.67,767.56,90.67,767.56,72.89,企业店铺
28.0,32.0,28.0,105.78,663.56,105.78,663.56,32.0,光面一体式平口钳
36.0,124.44,36.0,155.56,168.44,155.56,168.44,124.44,优质铸铁
185.33,124.44,185.33,155.56,314.22,155.56,314.22,124.44,坚固耐用
84.89,162.67,84.89,199.11,196.0,200.89,195.11,162.67,高精度
274.22,199.11,274.22,161.78,387.11,161.78,387.11,199.11,高硬度
459.11,162.67,459.11,200.89,569.33,200.89,569.33,162.67,高精度
137.33,706.67,137.33,751.11,312.44,751.11,312.44,706.67,企业店铺
21.78,201.78,21.78,215.11,286.67,213.33,284.0,201.78,HIGHPRECISION,HIGHHARDNESSANDHIGHSTRENGTH
481.33,128.89,481.33,147.56,614.67,147.56,614.67,128.89,100%质量保证
252.89,800.89,252.89,756.44,428.0,756.44,428.0,800.89,提供发票
573.78,743.11,573.78,797.33,792.44,797.33,789.78,740.44,圆通快递
