58.61,490.03,58.61,482.11,116.21,482.11,116.21,490.03,CAMBRIDGE
173.81,392.11,152.21,466.27,208.37,464.83,186.77,392.11,MOOD
196.85,389.95,248.69,464.11,312.05,464.11,212.69,388.51,EMOTION
47.09,455.47,154.37,387.07,168.77,388.51,102.53,461.95,AFFECT
206.93,377.71,199.01,302.11,183.89,301.39,191.81,379.15,CONSISTENCY
208.37,364.03,204.05,354.67,227.81,336.67,236.45,346.75,###
178.85,378.43,178.85,336.67,188.21,336.67,188.21,378.43,###
242.21,297.79,231.41,338.11,224.21,335.95,235.73,297.79,###
219.89,290.59,201.17,344.59,218.45,347.47,235.73,294.91,FEELINGS
127.01,346.03,158.69,379.15,164.45,374.11,133.49,338.83,DEPRESSION
147.89,322.27,150.77,263.95,166.61,263.23,160.85,322.99,SENSTTIVE
151.49,293.47,139.25,339.55,126.29,340.99,137.81,290.59,VALIOITY
187.49,320.11,168.77,368.35,156.53,365.47,176.69,315.07,CONSTRUCT
164.45,333.79,155.09,327.31,191.09,274.75,201.17,284.83,###
147.17,325.15,154.37,355.39,162.29,352.51,155.81,325.15,###
186.77,251.71,176.69,264.67,219.89,294.91,226.37,281.95,hedonic
179.57,271.15,160.85,298.51,169.49,302.11,188.93,274.03,###
215.57,307.87,198.29,289.87,191.09,295.63,210.53,314.35,###
181.73,223.63,181.73,234.43,301.25,234.43,301.25,223.63,ForewordbyJamesA.Russell
50.69,201.31,50.69,217.87,301.25,217.87,301.25,201.31,PANTELEIMONEKKEKAKIS
51.41,175.39,51.41,186.91,301.97,186.91,301.97,175.39,AGUIDEFORHEALTH-BEHAVIORALRESEARCH
50.69,88.99,50.69,124.27,311.33,124.27,311.33,88.99,AFFECT,MOOD,
51.41,58.75,51.41,80.35,301.25,80.35,301.25,58.75,THEMEASUREMENTOF
53.28,128.46,53.28,159.66,128.88,159.66,128.88,128.46,AND
140.28,129.06,140.28,158.46,301.08,158.46,301.08,129.06,EMOTION
