251.27,186.18,252.73,133.82,445.45,96.73,457.09,146.18,悬浮按键
484.0,142.55,472.36,71.27,769.82,18.18,782.18,85.82,机械手感
63.64,238.55,63.64,248.73,89.82,248.73,89.82,238.55,ESC
169.82,232.73,169.82,241.45,187.27,241.45,187.27,232.73,F1
219.27,226.91,219.27,240.0,235.27,240.0,235.27,226.91,F2
260.73,229.09,260.73,238.55,279.64,238.55,279.64,229.09,F3
304.36,226.91,304.36,237.09,319.64,237.09,319.64,226.91,F4
364.73,225.45,364.73,236.36,378.55,236.36,378.55,225.45,F5
399.64,225.45,399.64,235.64,412.73,235.64,412.73,225.45,F6
431.64,224.73,431.64,234.18,443.27,234.18,443.27,224.73,F7
464.36,225.45,464.36,233.45,475.27,233.45,475.27,225.45,F8
508.73,224.73,508.73,233.45,519.64,233.45,519.64,224.73,F9
534.91,224.0,534.91,232.73,545.82,232.73,548.0,224.73,F10
558.91,223.27,558.91,233.45,572.0,233.45,572.0,223.27,F11
583.64,224.73,583.64,234.18,593.82,234.18,593.82,224.73,F12
612.73,226.91,612.73,230.55,623.64,230.55,623.64,226.91,###
612.0,231.27,612.0,234.18,623.64,234.18,623.64,231.27,###
633.09,226.91,633.09,231.27,641.82,231.27,641.82,226.91,###
632.36,231.27,632.36,234.18,642.55,234.18,642.55,231.27,###
650.55,224.73,650.55,229.82,660.73,229.82,660.73,224.73,###
649.82,231.27,649.82,234.91,660.73,234.91,660.73,231.27,###
76.0,312.0,76.0,320.0,93.45,320.0,93.45,312.0,~
131.27,304.73,131.27,320.73,145.09,320.73,145.09,304.73,1!
179.27,300.36,179.27,312.73,200.36,310.55,198.91,300.36,2@
228.0,296.73,228.0,309.09,246.91,309.09,246.91,296.73,3#
270.18,294.55,270.18,305.45,289.82,305.45,289.82,294.55,4$
316.0,291.64,316.0,303.27,331.27,303.27,331.27,291.64,5%
356.0,287.27,356.0,298.91,366.91,298.91,366.91,287.27,6^
391.64,285.09,391.64,294.55,404.73,294.55,404.73,285.09,7&
424.36,284.36,424.36,293.09,438.18,293.09,438.18,284.36,8*
456.36,281.45,456.36,290.18,468.0,290.18,468.0,281.45,9(
485.45,277.82,485.45,289.45,498.55,289.45,498.55,277.82,0)
515.27,278.55,515.27,287.27,524.0,287.27,524.0,278.55,-_
543.64,274.18,543.64,285.09,552.36,285.09,552.36,274.18,+=
102.91,415.27,102.91,424.0,132.73,421.09,129.82,414.55,Caps
121.82,530.18,121.82,522.18,144.36,518.55,145.82,527.27,###
161.09,353.45,161.09,363.64,177.09,363.64,177.09,353.45,Q
212.73,349.82,212.73,357.82,225.82,357.82,225.82,349.82,W
257.82,343.27,257.82,354.91,267.27,354.91,266.55,345.45,E
300.73,340.36,300.73,350.55,311.64,350.55,311.64,340.36,R
337.82,333.82,337.82,346.18,348.73,346.18,348.73,333.82,T
376.36,330.18,376.36,341.09,388.0,341.09,388.0,330.18,Y
410.55,325.82,410.55,336.73,423.64,336.73,423.64,325.82,U
447.64,322.91,447.64,335.27,453.45,335.27,453.45,322.91,I
476.0,318.55,476.0,328.0,486.18,328.0,486.18,318.55,O
504.36,314.91,504.36,325.82,513.82,325.82,513.82,314.91,P
530.55,311.27,530.55,324.36,540.73,324.36,540.73,311.27,{[
558.18,309.09,558.18,320.73,567.64,320.73,567.64,309.09,}]
586.55,306.91,586.55,317.09,596.0,317.09,596.0,306.91,\|
180.73,402.18,180.73,413.09,196.73,413.09,196.73,402.18,A
228.0,395.64,228.0,407.27,241.82,407.27,241.82,395.64,S
273.09,387.64,273.09,398.55,287.64,398.55,287.64,387.64,D
313.82,381.09,313.82,393.45,327.64,393.45,327.64,381.09,F
351.64,377.45,351.64,387.64,364.73,387.64,364.73,377.45,G
389.45,370.91,389.45,381.82,401.82,381.82,401.82,370.91,H
426.55,363.64,426.55,374.55,435.27,374.55,435.27,363.64,J
458.55,360.0,458.55,369.45,468.0,369.45,468.0,360.0,K
487.64,355.64,487.64,365.09,497.82,365.09,497.82,355.64,L
517.45,352.0,517.45,360.0,527.64,360.0,527.64,352.0,;:
540.73,349.82,540.73,355.64,553.09,355.64,553.09,349.82,'"
214.18,448.73,214.18,458.18,227.27,458.18,227.27,448.73,Z
258.55,437.82,258.55,450.91,272.36,450.91,272.36,437.82,X
302.18,431.27,302.18,441.45,315.27,441.45,315.27,431.27,C
341.45,423.27,341.45,432.0,352.36,432.0,352.36,423.27,V
380.73,415.27,380.73,426.18,390.91,426.18,390.91,415.27,B
412.73,409.45,418.55,419.64,427.27,420.36,427.27,409.45,N
447.64,402.91,447.64,413.82,460.73,413.82,460.73,402.91,M
478.91,397.82,478.91,408.0,487.64,408.0,487.64,397.82,<,
508.0,391.27,508.0,402.18,519.64,402.18,519.64,391.27,.>
535.64,384.0,535.64,398.55,546.55,398.55,546.55,384.0,/?
247.64,493.09,247.64,504.73,266.55,504.73,266.55,493.09,Alt
503.64,442.18,503.64,434.18,515.27,434.18,515.27,442.18,Alt
539.27,433.45,539.27,424.0,548.0,424.0,548.0,433.45,FN
601.82,416.73,601.82,408.0,611.27,408.0,611.27,416.73,Ctrl
620.73,351.27,625.09,346.91,659.27,341.09,658.55,346.18,###
619.27,272.0,619.27,277.82,626.55,277.82,626.55,272.0,###
638.18,271.27,638.18,277.09,648.36,277.09,648.36,271.27,###
657.09,269.82,657.09,275.64,666.55,275.64,666.55,269.82,###
619.27,304.0,619.27,311.27,628.73,311.27,628.73,304.0,###
640.36,301.09,640.36,308.36,648.36,308.36,648.36,301.09,###
656.36,300.36,656.36,305.45,670.18,305.45,670.18,300.36,###
680.36,267.64,680.36,272.0,686.18,272.0,686.18,267.64,###
678.91,272.73,678.91,276.36,689.09,276.36,689.09,272.73,###
694.91,266.91,694.91,276.36,703.64,276.36,703.64,266.91,###
714.55,268.36,714.55,274.18,718.18,274.18,718.18,268.36,###
729.09,265.45,729.09,272.73,732.73,272.73,732.73,265.45,###
683.27,296.0,683.27,306.91,689.09,306.91,689.09,296.0,###
700.0,297.45,700.0,304.0,708.0,304.0,708.0,297.45,###
714.55,293.82,714.55,301.09,718.91,301.09,718.91,293.82,###
686.18,327.27,686.18,336.0,693.45,336.0,693.45,327.27,###
702.91,322.91,702.91,330.91,708.73,330.91,708.73,322.91,###
716.73,320.73,716.73,330.91,723.27,330.91,723.27,320.73,###
730.55,307.64,730.55,312.0,734.91,312.0,734.91,307.64,###
691.27,355.64,691.27,364.36,695.64,364.36,695.64,355.64,###
706.55,352.0,706.55,360.0,713.82,360.0,713.82,352.0,###
721.09,348.36,721.09,356.36,726.18,356.36,726.18,348.36,###
702.91,381.09,702.91,389.09,710.18,389.09,710.18,381.09,###
725.45,376.73,725.45,380.36,729.82,380.36,729.82,376.73,###
735.64,365.09,735.64,368.0,747.27,368.0,747.27,360.0,###
17.82,711.27,17.82,754.91,197.45,754.91,197.45,711.27,杀手锏K9
225.82,713.45,225.82,755.64,584.36,755.64,584.36,713.45,七彩背光游戏套装
677.45,799.27,652.0,765.82,777.82,665.45,798.91,697.45,特价包邮
