286.0,152.8,276.4,170.4,384.4,191.2,387.6,171.2,葡式蛋挞
428.4,180.0,526.0,252.0,549.2,244.0,456.4,168.8,葡式蛋撻
634.8,336.0,685.2,421.6,713.2,416.8,663.6,328.8,葡式蛋撻
242.8,508.8,244.4,484.8,322.8,458.4,325.2,484.0,葡式蛋撻
227.6,246.4,220.4,257.6,322.8,277.6,330.8,265.6,新鲜出炉，现做现
355.6,259.2,411.6,301.6,415.6,293.6,358.8,252.8,Delicious
553.2,436.0,564.4,464.8,582.0,460.8,566.8,436.0,健康
570.8,473.6,582.8,501.6,602.0,500.8,594.0,475.2,美味
594.8,502.4,600.4,519.2,614.0,520.8,606.0,500.0,同行
481.2,376.8,498.8,414.4,507.6,412.0,489.2,380.0,###
227.6,431.2,231.6,442.4,242.8,438.4,238.0,428.8,2
222.8,441.6,166.8,460.0,165.2,452.8,222.0,436.0,Delicious
346.0,549.6,345.2,536.8,370.0,527.2,370.0,542.4,健康
378.0,539.2,375.6,522.4,398.8,520.0,400.4,532.0,美味
573.2,15.2,573.2,57.6,737.2,57.6,737.2,15.2,厂家直销
575.6,70.4,575.6,117.6,734.8,117.6,734.8,70.4,疯抢中！
15.6,696.8,15.6,736.0,94.0,736.0,94.0,696.8,一件
203.6,696.8,203.6,735.2,243.6,735.2,243.6,696.8,个
102.0,750.4,102.0,787.2,218.0,787.2,218.0,750.4,疯狂价
225.2,758.4,225.2,786.4,247.6,786.4,247.6,758.4,¥
257.2,698.4,257.2,780.8,401.2,780.8,401.2,698.4,9.9
402.8,740.0,402.8,784.8,451.6,784.8,451.6,740.0,元
520.4,709.6,520.4,779.2,788.4,779.2,788.4,709.6,全国包邮
102.0,399.2,100.4,384.8,179.47,365.87,184.4,377.6,葡式蛋挞
104.8,408.53,104.27,401.6,207.2,374.4,207.73,382.93,FAMOUSEGGTART
285.07,182.4,362.93,200.0,365.07,194.67,286.67,177.6,###
516.53,440.0,532.53,472.0,539.47,469.33,527.2,442.13,###
318.13,591.47,321.87,581.33,350.67,572.8,349.6,580.8,###
101.6,659.2,101.6,730.67,203.47,730.67,203.47,659.2,50
